seed,sigma,correlation,estimator,corr_theta,spear_theta,corr_beta,spear_beta,corr_X_missing,rmse_theta,rmse_beta,rmse_X
35,0.5,both,EM,0.994602,0.996498,0.990676,0.988696,0.972052,0.478884,0.430542,0.55757
35,0.5,both,Day,0.994602,0.996512,0.47021,0.331744,0.864563,0.478883,1.582703,1.319424
35,0.5,both,Imp,0.989682,0.985228,0.809915,0.811657,0.86666,0.741913,1.053126,1.022508
36,0.5,both,EM,0.987347,0.992079,0.993462,0.988696,0.956483,0.444112,0.321727,0.573436
36,0.5,both,Day,0.987347,0.992441,0.3866,0.353861,0.781172,0.444112,1.615539,1.439171
36,0.5,both,Imp,0.984402,0.982194,0.901801,0.908458,0.847986,0.670271,0.781105,0.905571
37,0.5,both,EM,0.990823,0.995067,0.995331,0.985217,0.965987,0.437834,0.349447,0.544123
37,0.5,both,Day,0.990823,0.994928,0.474874,0.398093,0.843768,0.437833,1.538174,1.32245
37,0.5,both,Imp,0.984624,0.983905,0.849727,0.826957,0.879423,0.72163,0.94231,0.953422
38,0.5,both,EM,0.996783,0.996567,0.996282,0.986957,0.981273,0.295646,0.238999,0.500236
38,0.5,both,Day,0.996783,0.996442,0.657724,0.611884,0.901897,0.295644,1.378876,1.232249
38,0.5,both,Imp,0.988944,0.978174,0.896886,0.897391,0.901006,0.798848,0.902713,0.94343
39,0.5,both,EM,0.987443,0.994525,0.984601,0.993913,0.968664,0.498779,0.49518,0.596894
39,0.5,both,Day,0.987443,0.994122,0.400015,0.361233,0.8267,0.498779,1.542251,1.294468
39,0.5,both,Imp,0.987071,0.988159,0.849095,0.821584,0.87491,0.680171,0.918311,0.937192
40,0.5,both,EM,0.994086,0.993997,0.993873,0.987826,0.972203,0.531745,0.45875,0.580518
40,0.5,both,Day,0.994086,0.994816,0.46741,0.486558,0.783987,0.531744,1.878491,1.586555
40,0.5,both,Imp,0.977732,0.971065,0.920242,0.851304,0.878484,0.88816,0.928853,0.948457
41,0.5,both,EM,0.991877,0.991593,0.992523,0.998913,0.96288,0.452523,0.390988,0.577207
41,0.5,both,Day,0.991877,0.991953,0.401202,0.383349,0.795815,0.452522,1.806425,1.537947
41,0.5,both,Imp,0.990753,0.98093,0.902084,0.89334,0.85418,0.726013,0.888937,0.941875
42,0.5,both,EM,0.991838,0.994219,0.996431,0.996522,0.971337,0.299426,0.212253,0.53614
42,0.5,both,Day,0.991838,0.994317,0.532162,0.493931,0.826431,0.299425,1.515548,1.419892
42,0.5,both,Imp,0.967936,0.945623,0.930184,0.918026,0.880933,0.672422,0.699678,0.891827
43,0.5,both,EM,0.98918,0.993454,0.98824,0.99065,0.962313,0.429087,0.357992,0.568803
43,0.5,both,Day,0.98918,0.993427,0.340317,0.317,0.822072,0.429085,1.446331,1.289901
43,0.5,both,Imp,0.986549,0.983849,0.8303,0.810447,0.864256,0.57888,0.854568,0.928212
44,0.5,both,EM,0.989962,0.993859,0.991778,0.986957,0.976468,0.332258,0.382086,0.538027
44,0.5,both,Day,0.989962,0.993983,0.646138,0.641373,0.86211,0.332257,1.402368,1.230186
44,0.5,both,Imp,0.973932,0.970799,0.921523,0.908656,0.899682,0.752304,0.870243,0.937699
45,0.5,both,EM,0.993429,0.995734,0.992779,0.997391,0.966027,0.331678,0.259521,0.538972
45,0.5,both,Day,0.993429,0.995651,0.332516,0.324372,0.81661,0.331677,1.384796,1.290176
45,0.5,both,Imp,0.990003,0.992273,0.854944,0.865406,0.882618,0.507606,0.761621,0.88595
46,0.5,both,EM,0.993313,0.994706,0.990433,0.986957,0.964787,0.408663,0.389097,0.568146
46,0.5,both,Day,0.993313,0.994469,0.414623,0.383349,0.854179,0.408662,1.46403,1.251636
46,0.5,both,Imp,0.991646,0.986878,0.813398,0.764949,0.853234,0.604478,0.934443,0.970331
47,0.5,both,EM,0.994582,0.994636,0.99497,0.992825,0.974771,0.395981,0.440401,0.54878
47,0.5,both,Day,0.994582,0.994567,0.634204,0.604512,0.876373,0.39598,1.745844,1.428335
47,0.5,both,Imp,0.982325,0.974817,0.92145,0.904979,0.861585,0.924458,1.045273,1.022031
48,0.5,both,EM,0.991078,0.991703,0.987277,0.984348,0.973381,0.412467,0.391186,0.544146
48,0.5,both,Day,0.991078,0.991759,0.516852,0.530791,0.832773,0.412465,1.640771,1.441772
48,0.5,both,Imp,0.987455,0.983167,0.904905,0.896522,0.870414,0.778811,0.873909,0.941764
49,0.5,both,EM,0.988105,0.994233,0.975378,0.98978,0.956698,0.433418,0.496333,0.601011
49,0.5,both,Day,0.988105,0.994483,0.239447,0.346489,0.775635,0.433417,1.486237,1.278269
49,0.5,both,Imp,0.986467,0.986947,0.843956,0.806094,0.895361,0.564789,0.83903,0.878925
0,1.5,none,EM,0.966922,0.970281,0.974442,0.962818,0.791487,0.603304,0.570859,1.19318
0,1.5,none,Day,0.966922,0.971043,0.09117,0.095837,0.618565,0.603304,1.476342,1.556636
0,1.5,none,Imp,0.967543,0.971144,0.961706,0.942149,0.790217,0.592134,0.586524,1.197736
1,1.5,none,EM,0.962003,0.950747,0.987036,0.978261,0.806488,0.661388,0.535525,1.187327
1,1.5,none,Day,0.962003,0.951203,0.272983,0.265396,0.534195,0.661388,1.726439,1.737234
1,1.5,none,Imp,0.948642,0.944346,0.983057,0.977604,0.80423,0.677766,0.531965,1.20255
2,1.5,none,EM,0.976389,0.977368,0.985878,0.977391,0.827739,0.656031,0.542112,1.172333
2,1.5,none,Day,0.976389,0.977438,0.347304,0.265396,0.680008,0.656031,1.537058,1.5878
2,1.5,none,Imp,0.968416,0.965909,0.978226,0.97282,0.817388,0.701072,0.594819,1.197266
3,1.5,none,EM,0.960898,0.972754,0.987251,0.980648,0.845882,1.010624,0.765939,1.129949
3,1.5,none,Day,0.960898,0.972754,0.53588,0.567652,0.612402,1.010624,1.920576,1.75382
3,1.5,none,Imp,0.917288,0.918444,0.990981,0.986516,0.824644,1.07208,0.724346,1.182191
4,1.5,none,EM,0.971269,0.975312,0.987994,0.969565,0.813805,0.671962,0.558622,1.195978
4,1.5,none,Day,0.971269,0.975409,0.470317,0.427582,0.676854,0.671962,1.549965,1.60983
4,1.5,none,Imp,0.952213,0.953738,0.975967,0.954783,0.79221,0.750894,0.626836,1.236199
5,1.5,none,EM,0.962057,0.971378,0.983169,0.973043,0.815343,0.714443,0.401241,1.160295
5,1.5,none,Day,0.962057,0.971794,0.279934,0.265396,0.638506,0.714443,1.412891,1.596904
5,1.5,none,Imp,0.961048,0.967921,0.980469,0.973043,0.814675,0.720001,0.422284,1.168623
6,1.5,none,EM,0.965871,0.970406,0.981072,0.973913,0.815502,0.783423,0.646171,1.143573
6,1.5,none,Day,0.965871,0.970281,0.499711,0.398093,0.675569,0.783423,1.520551,1.518403
6,1.5,none,Imp,0.943384,0.942454,0.969358,0.955652,0.784974,0.86095,0.709972,1.18706
7,1.5,none,EM,0.96427,0.958793,0.987687,0.982609,0.824362,0.631815,0.633064,1.176781
7,1.5,none,Day,0.96427,0.959278,0.327012,0.272768,0.560543,0.631815,1.80531,1.741285
7,1.5,none,Imp,0.945506,0.934089,0.983164,0.978474,0.80773,0.679375,0.640598,1.204949
8,1.5,none,EM,0.974898,0.973686,0.990229,0.983257,0.840146,0.866952,0.460929,1.186068
8,1.5,none,Day,0.974898,0.974061,0.259394,0.265396,0.67383,0.866951,1.448249,1.598801
8,1.5,none,Imp,0.97102,0.960629,0.990994,0.978029,0.836172,0.892411,0.482099,1.198758
9,1.5,none,EM,0.966377,0.976936,0.985449,0.991085,0.779319,0.753301,0.492563,1.209577
9,1.5,none,Day,0.966377,0.97663,0.487154,0.493931,0.643939,0.753301,1.361179,1.55216
9,1.5,none,Imp,0.951233,0.964226,0.985225,0.989996,0.757451,0.787222,0.492631,1.246364
10,1.5,none,EM,0.958939,0.95704,0.993373,0.996304,0.789556,0.567355,0.503356,1.239448
10,1.5,none,Day,0.958939,0.957249,0.706953,0.715093,0.648307,0.567355,1.320595,1.572398
10,1.5,none,Imp,0.880931,0.890044,0.986636,0.989126,0.740514,0.784288,0.547509,1.330961
11,1.5,none,EM,0.972231,0.976005,0.988218,0.972174,0.813118,0.628703,0.632426,1.180217
11,1.5,none,Day,0.972231,0.975629,0.239292,0.265396,0.496451,0.628703,1.897108,1.8053
11,1.5,none,Imp,0.966266,0.967226,0.980353,0.966732,0.814755,0.612368,0.634722,1.191958
12,1.5,none,EM,0.968589,0.969878,0.992656,0.990435,0.819498,0.739104,0.77257,1.152966
12,1.5,none,Day,0.968589,0.969501,0.674859,0.626628,0.649674,0.739104,1.665486,1.573129
12,1.5,none,Imp,0.895742,0.896486,0.991407,0.985217,0.773663,0.861852,0.68836,1.245862
13,1.5,none,EM,0.967555,0.975506,0.977768,0.966957,0.803655,0.709573,0.483808,1.173042
13,1.5,none,Day,0.967555,0.976019,0.257374,0.243279,0.666104,0.709574,1.334082,1.50245
13,1.5,none,Imp,0.968049,0.974445,0.979193,0.972174,0.8045,0.707313,0.484932,1.176095
14,1.5,none,EM,0.976893,0.961766,0.988015,0.991955,0.870341,0.863334,0.795793,1.119074
14,1.5,none,Day,0.976893,0.961473,0.612476,0.582396,0.670482,0.863334,1.863855,1.7
14,1.5,none,Imp,0.920099,0.898104,0.979799,0.986296,0.824878,1.022325,0.85628,1.221919
15,1.5,none,EM,0.970513,0.97324,0.976041,0.949565,0.817407,0.658791,0.634407,1.174718
15,1.5,none,Day,0.970513,0.97356,0.485337,0.449698,0.684514,0.658791,1.393754,1.483388
15,1.5,none,Imp,0.959926,0.957724,0.969807,0.94604,0.816803,0.672925,0.606621,1.193997
16,1.5,none,EM,0.973945,0.972265,0.988394,0.993913,0.827281,0.674836,0.697693,1.156041
16,1.5,none,Day,0.973945,0.972376,0.489453,0.486558,0.629392,0.674836,1.833246,1.692757
16,1.5,none,Imp,0.936438,0.931386,0.985079,0.983478,0.820738,0.755338,0.689374,1.194389
17,1.5,none,EM,0.968418,0.966573,0.986458,0.975652,0.831188,0.794675,0.652432,1.165461
17,1.5,none,Day,0.968418,0.966821,0.711258,0.707721,0.778967,0.794675,1.30234,1.401356
17,1.5,none,Imp,0.920299,0.906213,0.981643,0.962818,0.763556,0.960927,0.709534,1.272779
18,1.5,none,EM,0.942229,0.957596,0.981372,0.973913,0.82625,0.915512,0.588731,1.171502
18,1.5,none,Day,0.942229,0.957483,0.664953,0.692977,0.712221,0.915512,1.365116,1.501368
18,1.5,none,Imp,0.903376,0.886094,0.972841,0.929535,0.78295,1.017577,0.666601,1.251411
19,1.5,none,EM,0.96305,0.957638,0.983997,0.966087,0.819642,0.653675,0.592467,1.176127
19,1.5,none,Day,0.96305,0.957564,0.317569,0.317,0.62151,0.653675,1.677427,1.669495
19,1.5,none,Imp,0.954401,0.950564,0.985154,0.961948,0.81298,0.672504,0.575392,1.188141
20,1.5,none,EM,0.958049,0.970614,0.984136,0.967602,0.819132,0.962032,0.640052,1.215753
20,1.5,none,Day,0.958049,0.970767,0.501004,0.449698,0.655861,0.962032,1.510664,1.570761
20,1.5,none,Imp,0.953728,0.9561,0.966218,0.933449,0.820057,0.893017,0.610418,1.246385
21,1.5,none,EM,0.968316,0.977743,0.990491,0.987826,0.844862,0.666782,0.608503,1.131693
21,1.5,none,Day,0.968316,0.97777,0.436611,0.398093,0.65677,0.666782,1.704148,1.637915
21,1.5,none,Imp,0.95394,0.96034,0.989928,0.988251,0.833639,0.707461,0.611723,1.157795
22,1.5,none,EM,0.975389,0.981076,0.978906,0.967826,0.851139,0.854977,0.621231,1.114264
22,1.5,none,Day,0.975389,0.981076,0.278756,0.228535,0.741683,0.854977,1.420152,1.432216
22,1.5,none,Imp,0.970724,0.971453,0.976363,0.973902,0.85087,0.862845,0.603171,1.120113
23,1.5,none,EM,0.963566,0.977589,0.986752,0.977391,0.813042,0.810999,0.54604,1.17738
23,1.5,none,Day,0.963566,0.977047,0.191577,0.103209,0.630457,0.810999,1.587563,1.627535
23,1.5,none,Imp,0.965453,0.972455,0.983316,0.971304,0.814363,0.796358,0.548863,1.179029
24,1.5,none,EM,0.969925,0.965836,0.990106,0.97282,0.850081,0.853671,0.71231,1.148186
24,1.5,none,Day,0.969925,0.966141,0.59706,0.538163,0.692667,0.853671,1.619842,1.572118
24,1.5,none,Imp,0.922804,0.932127,0.9837,0.955614,0.812077,0.977955,0.710568,1.219754
25,1.5,none,EM,0.967662,0.957798,0.987824,0.990435,0.842912,0.711192,0.634551,1.168134
25,1.5,none,Day,0.967662,0.958046,0.572655,0.545535,0.674838,0.711191,1.609566,1.624652
25,1.5,none,Imp,0.904449,0.870454,0.977246,0.981739,0.794011,0.91592,0.740317,1.250191
26,1.5,none,EM,0.971019,0.981354,0.990171,0.989565,0.844809,1.124996,0.761353,1.204858
26,1.5,none,Day,0.971019,0.981354,0.483172,0.398093,0.679903,1.124996,1.8103,1.679962
26,1.5,none,Imp,0.958329,0.965812,0.982013,0.983036,0.831523,1.137023,0.77931,1.241493
27,1.5,none,EM,0.973517,0.966975,0.979827,0.98,0.802503,0.542469,0.491313,1.20476
27,1.5,none,Day,0.973517,0.967098,0.458181,0.464442,0.66804,0.542468,1.384394,1.572411
27,1.5,none,Imp,0.951983,0.944675,0.959281,0.959774,0.780184,0.632819,0.56336,1.246688
28,1.5,none,EM,0.958378,0.969338,0.989161,0.984348,0.842395,0.908197,0.694157,1.158366
28,1.5,none,Day,0.958378,0.969157,0.55258,0.545535,0.650531,0.908198,1.819296,1.707946
28,1.5,none,Imp,0.922148,0.928835,0.989589,0.984127,0.82263,0.967651,0.697624,1.217618
29,1.5,none,EM,0.976794,0.984426,0.978135,0.978908,0.805654,0.809127,0.531485,1.192713
29,1.5,none,Day,0.976794,0.984884,0.24719,0.228535,0.67613,0.809127,1.447308,1.559138
29,1.5,none,Imp,0.973452,0.979823,0.96399,0.961932,0.791086,0.831978,0.583263,1.214093
30,1.5,none,EM,0.951594,0.977187,0.976282,0.982387,0.806869,0.797661,0.645781,1.18293
30,1.5,none,Day,0.951594,0.97709,0.593661,0.626628,0.674776,0.797661,1.450685,1.527439
30,1.5,none,Imp,0.911266,0.928409,0.979669,0.992825,0.779697,0.871458,0.60858,1.235482
31,1.5,none,EM,0.964153,0.963932,0.984239,0.973913,0.780193,0.57639,0.647477,1.258853
31,1.5,none,Day,0.964153,0.963988,0.611645,0.575024,0.602016,0.57639,1.508479,1.648259
31,1.5,none,Imp,0.921255,0.918522,0.988775,0.976522,0.757225,0.693511,0.569853,1.308176
32,1.5,none,EM,0.980237,0.982105,0.987492,0.986957,0.823917,0.801891,0.742296,1.179464
32,1.5,none,Day,0.980237,0.982188,0.446574,0.434954,0.565392,0.801891,1.925522,1.786656
32,1.5,none,Imp,0.951568,0.951653,0.990696,0.987606,0.809767,0.864877,0.718145,1.211235
33,1.5,none,EM,0.958035,0.966211,0.993816,0.994564,0.835358,0.716727,0.688426,1.186657
33,1.5,none,Day,0.958035,0.96564,0.756445,0.77407,0.717658,0.716727,1.44983,1.528586
33,1.5,none,Imp,0.897542,0.877234,0.992149,0.996085,0.803898,0.835781,0.660179,1.278387
34,1.5,none,EM,0.968142,0.974935,0.985967,0.989565,0.806581,0.621957,0.536967,1.200723
34,1.5,none,Day,0.968142,0.974948,0.515867,0.501303,0.583472,0.621958,1.568424,1.68074
34,1.5,none,Imp,0.943485,0.94418,0.984391,0.989565,0.789057,0.654921,0.531188,1.246574
35,1.5,none,EM,0.981779,0.983828,0.989436,0.982609,0.830557,0.68966,0.692888,1.132959
35,1.5,none,Day,0.981779,0.983843,0.469717,0.331744,0.667803,0.68966,1.60464,1.547988
35,1.5,none,Imp,0.97511,0.980795,0.989589,0.983478,0.82114,0.694093,0.668196,1.159077
36,1.5,none,EM,0.95297,0.966405,0.990718,0.990435,0.822481,0.645828,0.533826,1.181593
36,1.5,none,Day,0.95297,0.965614,0.387561,0.353861,0.587267,0.645828,1.620717,1.675524
36,1.5,none,Imp,0.930006,0.940961,0.991042,0.990215,0.803128,0.703935,0.536322,1.21402
37,1.5,none,EM,0.971,0.977422,0.988575,0.983692,0.828491,0.711819,0.630168,1.168842
37,1.5,none,Day,0.971,0.977812,0.474865,0.398093,0.664055,0.711819,1.569187,1.588859
37,1.5,none,Imp,0.962011,0.965729,0.984794,0.983692,0.816246,0.742958,0.655029,1.196418
38,1.5,none,EM,0.974077,0.968988,0.99198,0.970435,0.831177,0.714753,0.594312,1.201133
38,1.5,none,Day,0.974077,0.968724,0.657866,0.611884,0.696615,0.714753,1.429605,1.563914
38,1.5,none,Imp,0.915284,0.914504,0.976171,0.962818,0.78503,0.892944,0.66318,1.295013
39,1.5,none,EM,0.964543,0.959321,0.983303,0.983692,0.804415,0.65512,0.599151,1.177575
39,1.5,none,Day,0.964543,0.95939,0.40064,0.361233,0.652785,0.65512,1.554118,1.573985
39,1.5,none,Imp,0.956419,0.961908,0.969747,0.979343,0.781404,0.684662,0.649954,1.21095
40,1.5,none,EM,0.972071,0.97024,0.990808,0.984348,0.82857,0.726831,0.711514,1.128321
40,1.5,none,Day,0.972071,0.97024,0.463555,0.486558,0.551322,0.726831,1.90894,1.75444
40,1.5,none,Imp,0.935534,0.933296,0.993914,0.986951,0.813449,0.808651,0.672787,1.172176
41,1.5,none,EM,0.973071,0.967419,0.985812,0.992174,0.814587,0.694109,0.685511,1.246318
41,1.5,none,Day,0.973071,0.966919,0.403226,0.383349,0.57088,0.694109,1.824841,1.784133
41,1.5,none,Imp,0.946979,0.942146,0.986742,0.990435,0.81017,0.740004,0.65028,1.262955
42,1.5,none,EM,0.952819,0.962216,0.987918,0.975429,0.79492,0.593635,0.462664,1.236624
42,1.5,none,Day,0.952819,0.96233,0.531964,0.493931,0.581105,0.593635,1.523963,1.709788
42,1.5,none,Imp,0.92491,0.917699,0.988007,0.980426,0.779175,0.655272,0.48075,1.284811
43,1.5,none,EM,0.973026,0.975073,0.977047,0.978039,0.791359,0.588385,0.498228,1.192246
43,1.5,none,Day,0.973026,0.974823,0.346965,0.317,0.616141,0.588385,1.448486,1.607828
43,1.5,none,Imp,0.962844,0.960196,0.972792,0.97456,0.779289,0.631285,0.522031,1.209779
44,1.5,none,EM,0.956263,0.969642,0.982722,0.977391,0.795973,0.581416,0.639862,1.178117
44,1.5,none,Day,0.956263,0.970141,0.645087,0.641373,0.639837,0.581417,1.448012,1.537641
44,1.5,none,Imp,0.920774,0.935029,0.983141,0.975429,0.770949,0.664229,0.600754,1.236615
45,1.5,none,EM,0.967278,0.964906,0.984598,0.986516,0.791681,0.557311,0.420681,1.211692
45,1.5,none,Day,0.967278,0.964697,0.33067,0.250651,0.608926,0.557311,1.387188,1.609502
45,1.5,none,Imp,0.955,0.954979,0.985626,0.986075,0.786372,0.60989,0.433587,1.226861
46,1.5,none,EM,0.969011,0.967643,0.974181,0.969776,0.793593,0.630683,0.581658,1.18822
46,1.5,none,Day,0.969011,0.968517,0.408353,0.383349,0.664512,0.630683,1.475999,1.558995
46,1.5,none,Imp,0.953729,0.955699,0.970138,0.951511,0.779825,0.699979,0.616905,1.212678
47,1.5,none,EM,0.966501,0.968976,0.988553,0.978908,0.841526,0.76854,0.870131,1.161334
47,1.5,none,Day,0.966501,0.969114,0.632505,0.604512,0.662374,0.76854,1.807798,1.622178
47,1.5,none,Imp,0.891131,0.896216,0.972614,0.959113,0.80175,0.930382,0.857132,1.256201
48,1.5,none,EM,0.962373,0.952065,0.988747,0.984348,0.837573,0.709447,0.559026,1.177873
48,1.5,none,Day,0.962373,0.952062,0.517835,0.530791,0.632199,0.709447,1.663881,1.708272
48,1.5,none,Imp,0.917867,0.921061,0.985869,0.977391,0.819348,0.827804,0.602052,1.222806
49,1.5,none,EM,0.969222,0.972032,0.984208,0.986736,0.776589,0.613426,0.527969,1.203818
49,1.5,none,Day,0.969222,0.971738,0.242047,0.346489,0.601794,0.613426,1.488175,1.589198
49,1.5,none,Imp,0.964523,0.973316,0.98147,0.98064,0.768068,0.640261,0.554062,1.216082
0,1.5,theta,EM,0.961627,0.968153,0.957089,0.972174,0.764945,0.650205,0.609289,1.206889
0,1.5,theta,Day,0.961627,0.96915,0.081168,0.095837,0.598641,0.650206,1.478323,1.558269
0,1.5,theta,Imp,0.964813,0.974153,0.816317,0.822788,0.698378,0.593418,0.85649,1.337975
1,1.5,theta,EM,0.961129,0.952562,0.986077,0.976299,0.764245,0.742956,0.534339,1.204024
1,1.5,theta,Day,0.961129,0.951629,0.272744,0.265396,0.457343,0.742956,1.724202,1.74198
1,1.5,theta,Imp,0.961406,0.961023,0.923402,0.896042,0.732021,0.605599,0.696883,1.281143
2,1.5,theta,EM,0.976018,0.980908,0.980121,0.981739,0.801611,0.639837,0.617615,1.185537
2,1.5,theta,Day,0.976018,0.981587,0.350892,0.265396,0.628462,0.639838,1.55038,1.590279
2,1.5,theta,Imp,0.968889,0.975633,0.857302,0.82481,0.762322,0.63343,0.844221,1.317841
3,1.5,theta,EM,0.948741,0.972946,0.983931,0.98978,0.792835,1.084517,0.813135,1.155686
3,1.5,theta,Day,0.948741,0.97232,0.535259,0.567652,0.381957,1.084518,1.904918,1.755269
3,1.5,theta,Imp,0.939942,0.977168,0.962303,0.966072,0.787835,0.8813,0.687626,1.208241
4,1.5,theta,EM,0.967152,0.973349,0.974242,0.966087,0.746726,0.739774,0.694334,1.224045
4,1.5,theta,Day,0.967152,0.973455,0.466952,0.427582,0.456236,0.739775,1.544124,1.613753
4,1.5,theta,Imp,0.972335,0.982919,0.906524,0.872798,0.727587,0.551626,0.732987,1.321975
5,1.5,theta,EM,0.961106,0.973683,0.982551,0.971304,0.769988,0.686004,0.466935,1.163338
5,1.5,theta,Day,0.961105,0.973599,0.280814,0.265396,0.490692,0.686006,1.417214,1.596432
5,1.5,theta,Imp,0.96448,0.978321,0.892618,0.869565,0.745641,0.597788,0.664313,1.268447
6,1.5,theta,EM,0.957281,0.969665,0.935688,0.951076,0.648604,0.741099,0.828384,1.182759
6,1.5,theta,Day,0.957281,0.969776,0.490905,0.398093,0.383925,0.741101,1.555419,1.535565
6,1.5,theta,Imp,0.958168,0.97311,0.913284,0.869319,0.663816,0.635809,0.714238,1.232245
7,1.5,theta,EM,0.974153,0.968986,0.983561,0.981739,0.79225,0.649621,0.679872,1.185686
7,1.5,theta,Day,0.974153,0.968314,0.332677,0.272768,0.420684,0.649622,1.796838,1.738614
7,1.5,theta,Imp,0.973697,0.979918,0.914204,0.894977,0.777157,0.500779,0.79182,1.269263
8,1.5,theta,EM,0.973743,0.981394,0.984774,0.975652,0.801843,0.923792,0.492035,1.198535
8,1.5,theta,Day,0.973743,0.981311,0.258064,0.265396,0.589953,0.923794,1.448414,1.600124
8,1.5,theta,Imp,0.973191,0.98167,0.845165,0.835834,0.756216,0.793592,0.821057,1.346052
9,1.5,theta,EM,0.949604,0.971821,0.985271,0.979778,0.728317,0.837213,0.549738,1.221133
9,1.5,theta,Day,0.949604,0.971383,0.486539,0.493931,0.428875,0.837214,1.35415,1.552673
9,1.5,theta,Imp,0.948179,0.974676,0.89677,0.891016,0.716184,0.689096,0.68501,1.316318
10,1.5,theta,EM,0.967458,0.977681,0.986872,0.987826,0.624982,0.583724,0.60209,1.260504
10,1.5,theta,Day,0.967458,0.978568,0.70661,0.715093,0.247357,0.583726,1.327947,1.576955
10,1.5,theta,Imp,0.966819,0.983335,0.959589,0.953043,0.627941,0.417155,0.510507,1.327333
11,1.5,theta,EM,0.973606,0.96943,0.986575,0.966957,0.798077,0.62671,0.666249,1.186316
11,1.5,theta,Day,0.973606,0.969374,0.240589,0.265396,0.403647,0.626712,1.898071,1.80564
11,1.5,theta,Imp,0.975475,0.974276,0.914273,0.915416,0.779693,0.50686,0.817644,1.271114
12,1.5,theta,EM,0.9497,0.960924,0.971401,0.975652,0.698475,0.865406,0.825254,1.177628
12,1.5,theta,Day,0.9497,0.960948,0.674392,0.626628,0.283147,0.865407,1.621797,1.573048
12,1.5,theta,Imp,0.958988,0.977901,0.937781,0.933246,0.715323,0.554397,0.772775,1.231795
13,1.5,theta,EM,0.96766,0.977615,0.974816,0.978039,0.805741,0.762284,0.50012,1.181643
13,1.5,theta,Day,0.96766,0.977906,0.247625,0.243279,0.667156,0.762285,1.336317,1.505938
13,1.5,theta,Imp,0.969841,0.979988,0.804633,0.770335,0.738516,0.702597,0.821752,1.329826
14,1.5,theta,EM,0.962889,0.971251,0.978129,0.98087,0.765104,1.045431,0.889147,1.195107
14,1.5,theta,Day,0.962889,0.97218,0.609805,0.582396,0.284573,1.045432,1.838826,1.722568
14,1.5,theta,Imp,0.956552,0.985033,0.947408,0.948467,0.7702,0.745451,0.779784,1.262224
15,1.5,theta,EM,0.976775,0.9726,0.957141,0.912174,0.724449,0.587479,0.744929,1.193064
15,1.5,theta,Day,0.976775,0.97281,0.48842,0.449698,0.548765,0.587481,1.419422,1.487056
15,1.5,theta,Imp,0.974067,0.972627,0.871289,0.706394,0.703032,0.5095,0.770437,1.313827
16,1.5,theta,EM,0.968874,0.971329,0.981464,0.977817,0.734542,0.747482,0.760619,1.178421
16,1.5,theta,Day,0.968874,0.971005,0.489559,0.486558,0.379926,0.747483,1.825669,1.695793
16,1.5,theta,Imp,0.964439,0.977175,0.935103,0.9291,0.717811,0.539361,0.760763,1.255789
17,1.5,theta,EM,0.965597,0.971124,0.959364,0.970435,0.646806,0.908502,0.714979,1.193503
17,1.5,theta,Day,0.965597,0.971454,0.708078,0.707721,0.433919,0.908503,1.262566,1.409564
17,1.5,theta,Imp,0.960353,0.98018,0.908022,0.915652,0.619442,0.655353,0.735848,1.284706
18,1.5,theta,EM,0.92621,0.966927,0.979014,0.973043,0.636701,1.00637,0.637623,1.199246
18,1.5,theta,Day,0.92621,0.968285,0.663091,0.692977,0.35833,1.006371,1.36836,1.514855
18,1.5,theta,Imp,0.930256,0.973455,0.952216,0.926087,0.639032,0.796644,0.543698,1.265855
19,1.5,theta,EM,0.968568,0.960916,0.977175,0.961948,0.770298,0.680755,0.617924,1.19374
19,1.5,theta,Day,0.968568,0.961219,0.32283,0.317,0.50439,0.680755,1.656321,1.669752
19,1.5,theta,Imp,0.974076,0.974612,0.906802,0.866464,0.730168,0.526993,0.7408,1.30243
20,1.5,theta,EM,0.954266,0.971009,0.978384,0.975652,0.744995,0.991731,0.687125,1.233986
20,1.5,theta,Day,0.954266,0.970207,0.497009,0.449698,0.506419,0.991731,1.513777,1.575989
20,1.5,theta,Imp,0.953602,0.976052,0.885904,0.849565,0.700732,0.800168,0.801201,1.353731
21,1.5,theta,EM,0.966445,0.980234,0.984918,0.985217,0.749027,0.739611,0.652319,1.149781
21,1.5,theta,Day,0.966445,0.980193,0.436459,0.398093,0.448417,0.739611,1.697298,1.638648
21,1.5,theta,Imp,0.968731,0.981623,0.914064,0.888019,0.713568,0.545229,0.761474,1.238803
22,1.5,theta,EM,0.976444,0.974043,0.960706,0.965217,0.797279,0.861444,0.655695,1.122897
22,1.5,theta,Day,0.976444,0.974097,0.282504,0.228535,0.667539,0.861446,1.413737,1.430642
22,1.5,theta,Imp,0.980092,0.97928,0.792298,0.731029,0.732344,0.740116,0.912088,1.295209
23,1.5,theta,EM,0.95684,0.974432,0.975455,0.98,0.79696,0.839101,0.617135,1.186725
23,1.5,theta,Day,0.95684,0.974072,0.194405,0.095837,0.582827,0.839102,1.589172,1.625691
23,1.5,theta,Imp,0.954923,0.976444,0.869463,0.805568,0.747727,0.795723,0.800841,1.322396
24,1.5,theta,EM,0.970693,0.972501,0.977353,0.963478,0.738025,0.92846,0.759507,1.18667
24,1.5,theta,Day,0.970693,0.972234,0.587238,0.479186,0.501069,0.928461,1.621121,1.588451
24,1.5,theta,Imp,0.958606,0.97476,0.918615,0.893867,0.694187,0.733118,0.775025,1.292391
