seed,sigma,correlation,estimator,corr_theta,spear_theta,corr_beta,spear_beta,corr_X_missing,rmse_theta,rmse_beta,rmse_X
5,6.0,none,EM,0.673423,0.655347,0.826228,0.799739,0.291817,1.436142,0.956748,2.376119
5,6.0,none,Day,0.673423,0.653688,0.264637,0.265396,0.227498,1.436142,1.426256,2.45664
5,6.0,none,Imp,0.673495,0.632898,0.82693,0.802698,0.292905,1.43631,0.960847,2.375948
6,6.0,none,EM,0.729898,0.727465,0.814916,0.802348,0.294661,1.427865,1.181269,2.36494
6,6.0,none,Day,0.729899,0.729741,0.455993,0.42021,0.254171,1.427865,1.584325,2.434963
6,6.0,none,Imp,0.705522,0.698573,0.797935,0.794431,0.27648,1.456769,1.204956,2.372707
7,6.0,none,EM,0.758256,0.739097,0.821176,0.783649,0.296324,1.198864,1.38963,2.389413
7,6.0,none,Day,0.758256,0.73984,0.261153,0.272768,0.217662,1.198865,1.845581,2.464892
7,6.0,none,Imp,0.758224,0.744427,0.818338,0.771472,0.29161,1.193599,1.384519,2.394352
8,6.0,none,EM,0.741779,0.736359,0.895271,0.893913,0.360774,1.709883,0.917825,2.388777
8,6.0,none,Day,0.741779,0.733914,0.256752,0.265396,0.234793,1.709883,1.451033,2.488252
8,6.0,none,Imp,0.724539,0.717616,0.902014,0.898217,0.358369,1.732165,0.92147,2.390963
9,6.0,none,EM,0.724681,0.700132,0.750808,0.772075,0.214213,1.452238,1.161706,2.458286
9,6.0,none,Day,0.724681,0.697831,0.474651,0.493931,0.216706,1.452238,1.443062,2.488996
9,6.0,none,Imp,0.731133,0.694354,0.733415,0.756145,0.19398,1.446407,1.183405,2.464691
10,6.0,none,EM,0.669711,0.717259,0.903222,0.905217,0.241129,1.24914,1.178594,2.440607
10,6.0,none,Day,0.669712,0.717714,0.706671,0.715093,0.176752,1.24914,1.511926,2.49846
10,6.0,none,Imp,0.624976,0.708635,0.891829,0.899239,0.215097,1.290019,1.194369,2.452475
11,6.0,none,EM,0.725155,0.688647,0.790191,0.769733,0.285313,1.269897,1.457613,2.418826
11,6.0,none,Day,0.725154,0.688305,0.238375,0.265396,0.157843,1.269898,1.901265,2.507447
11,6.0,none,Imp,0.745701,0.722193,0.784067,0.775457,0.289724,1.236376,1.457234,2.419713
12,6.0,none,EM,0.75124,0.771152,0.881027,0.877391,0.317818,1.335221,1.446422,2.361796
12,6.0,none,Day,0.75124,0.771501,0.652382,0.501303,0.270244,1.335221,1.815719,2.426546
12,6.0,none,Imp,0.726309,0.743374,0.894578,0.886858,0.291393,1.333561,1.394278,2.384142
13,6.0,none,EM,0.805655,0.76959,0.812975,0.797391,0.283964,1.325934,0.889432,2.380042
13,6.0,none,Day,0.805654,0.770111,0.254854,0.243279,0.241752,1.325935,1.33226,2.448278
13,6.0,none,Imp,0.814313,0.790383,0.818725,0.795563,0.287532,1.318604,0.894769,2.378449
14,6.0,none,EM,0.819181,0.760886,0.916204,0.937391,0.414867,1.463396,1.413641,2.29966
14,6.0,none,Day,0.819181,0.761324,0.601774,0.582396,0.288634,1.463395,2.00833,2.448522
14,6.0,none,Imp,0.763575,0.717775,0.915355,0.934783,0.386516,1.530857,1.426558,2.318317
15,6.0,none,EM,0.724529,0.753988,0.704817,0.501739,0.202477,1.443981,1.208625,2.432998
15,6.0,none,Day,0.724529,0.754057,0.487689,0.449698,0.171019,1.443981,1.454825,2.47955
15,6.0,none,Imp,0.723547,0.75507,0.721277,0.55645,0.203298,1.437264,1.181183,2.436223
16,6.0,none,EM,0.78974,0.747444,0.845324,0.798261,0.250133,1.247333,1.422188,2.410494
16,6.0,none,Day,0.78974,0.748617,0.485149,0.486558,0.217875,1.247332,1.930357,2.490775
16,6.0,none,Imp,0.76275,0.728233,0.854677,0.806087,0.25236,1.269071,1.387993,2.414518
17,6.0,none,EM,0.795623,0.784473,0.875915,0.832174,0.304002,1.46416,1.19731,2.39547
17,6.0,none,Day,0.795623,0.783799,0.698914,0.707721,0.290873,1.46416,1.469988,2.431735
17,6.0,none,Imp,0.750819,0.735759,0.869577,0.829491,0.265782,1.524841,1.2152,2.413008
18,6.0,none,EM,0.73105,0.670779,0.778459,0.786258,0.181998,1.466667,1.244107,2.443003
18,6.0,none,Day,0.73105,0.671252,0.63909,0.692977,0.180631,1.466667,1.499742,2.485267
18,6.0,none,Imp,0.717804,0.640065,0.744317,0.737552,0.163264,1.48771,1.301662,2.446324
19,6.0,none,EM,0.661774,0.598338,0.804284,0.809565,0.304991,1.376591,1.291539,2.404998
19,6.0,none,Day,0.661773,0.59387,-0.007631,0.125326,0.225495,1.376591,1.749687,2.47868
19,6.0,none,Imp,0.670544,0.601068,0.848821,0.834711,0.324045,1.365688,1.251326,2.397812
20,6.0,none,EM,0.767411,0.764721,0.758728,0.637391,0.24695,1.623665,1.284552,2.418209
20,6.0,none,Day,0.767411,0.763637,0.495589,0.449698,0.189975,1.623665,1.593652,2.478328
20,6.0,none,Imp,0.780789,0.767783,0.773291,0.662897,0.246287,1.581063,1.242636,2.425637
21,6.0,none,EM,0.7784,0.801117,0.915383,0.946957,0.321223,1.330631,1.231046,2.391425
21,6.0,none,Day,0.7784,0.801723,0.432703,0.398093,0.249849,1.330631,1.755566,2.470126
21,6.0,none,Imp,0.764454,0.786607,0.915763,0.952174,0.314335,1.340919,1.219653,2.397885
22,6.0,none,EM,0.780116,0.774886,0.716105,0.658261,0.267016,1.670598,1.11202,2.395418
22,6.0,none,Day,0.780116,0.775374,0.183968,0.03686,0.214811,1.670599,1.45896,2.458722
22,6.0,none,Imp,0.781822,0.779259,0.749351,0.644909,0.2915,1.667406,1.073679,2.38593
23,6.0,none,EM,0.763661,0.759149,0.824907,0.791911,0.25473,1.501491,1.105108,2.438504
23,6.0,none,Day,0.763661,0.759793,0.160554,0.103209,0.164727,1.501491,1.594972,2.521363
23,6.0,none,Imp,0.777549,0.77256,0.817905,0.794777,0.263559,1.482525,1.115342,2.434786
24,6.0,none,EM,0.722743,0.697788,0.844707,0.832174,0.310868,1.634118,1.367384,2.375101
24,6.0,none,Day,0.722744,0.697744,0.597639,0.538163,0.214563,1.634117,1.754743,2.463664
24,6.0,none,Imp,0.682813,0.677927,0.857327,0.85211,0.291182,1.669606,1.326667,2.390094
25,6.0,none,EM,0.767815,0.766033,0.876385,0.877391,0.274599,1.259735,1.293623,2.377019
25,6.0,none,Day,0.767816,0.765079,0.555167,0.405465,0.20823,1.259734,1.71167,2.449624
25,6.0,none,Imp,0.707665,0.702046,0.868153,0.881061,0.251983,1.349051,1.326914,2.385038
26,6.0,none,EM,0.846617,0.826125,0.916994,0.914783,0.342724,1.73495,1.348911,2.395943
26,6.0,none,Day,0.846617,0.826687,0.473598,0.375977,0.240898,1.73495,1.894564,2.496865
26,6.0,none,Imp,0.837359,0.81611,0.921897,0.934783,0.339717,1.741972,1.336957,2.40053
27,6.0,none,EM,0.747845,0.73066,0.870403,0.794521,0.270024,1.248014,1.016231,2.400346
27,6.0,none,Day,0.747845,0.73109,0.43858,0.464442,0.210633,1.248014,1.453909,2.464673
27,6.0,none,Imp,0.724199,0.712781,0.866493,0.823248,0.266485,1.278542,1.00826,2.403501
28,6.0,none,EM,0.669676,0.678726,0.90828,0.905414,0.391931,1.594095,1.314645,2.335797
28,6.0,none,Day,0.669676,0.679764,0.553434,0.545535,0.31606,1.594095,1.878492,2.446107
28,6.0,none,Imp,0.641035,0.646344,0.907265,0.903436,0.374079,1.611274,1.315302,2.352889
29,6.0,none,EM,0.837951,0.797877,0.829014,0.815395,0.28013,1.480394,1.039217,2.439484
29,6.0,none,Day,0.837951,0.797833,0.238982,0.191675,0.221256,1.480393,1.451049,2.498993
29,6.0,none,Imp,0.833582,0.788714,0.820162,0.785994,0.272991,1.493332,1.060242,2.441897
30,6.0,none,EM,0.788377,0.814244,0.881227,0.861739,0.281167,1.297022,1.130122,2.389003
30,6.0,none,Day,0.788378,0.813688,0.562642,0.626628,0.253841,1.297021,1.551042,2.448337
30,6.0,none,Imp,0.760978,0.798432,0.887767,0.86845,0.265167,1.318595,1.115081,2.399415
31,6.0,none,EM,0.706608,0.717815,0.736833,0.703478,0.222086,1.241661,1.441553,2.498454
31,6.0,none,Day,0.706608,0.718597,0.523606,0.575024,0.132688,1.24166,1.760807,2.559801
31,6.0,none,Imp,0.697077,0.705709,0.847922,0.828006,0.245536,1.251675,1.332165,2.492717
32,6.0,none,EM,0.800016,0.791942,0.905045,0.893238,0.25984,1.426832,1.372062,2.417916
32,6.0,none,Day,0.800016,0.792225,0.429081,0.434954,0.166916,1.426832,1.994917,2.524912
32,6.0,none,Imp,0.784108,0.778813,0.906055,0.901893,0.250931,1.43918,1.367064,2.423239
33,6.0,none,EM,0.645794,0.678625,0.915758,0.911068,0.280555,1.402796,1.425762,2.441357
33,6.0,none,Day,0.645794,0.67567,0.73878,0.77407,0.219237,1.402796,1.734857,2.499004
33,6.0,none,Imp,0.644831,0.651342,0.927159,0.930405,0.264862,1.400132,1.414868,2.451571
34,6.0,none,EM,0.742474,0.730542,0.885744,0.898891,0.281339,1.223298,1.193366,2.415359
34,6.0,none,Day,0.742473,0.729299,0.512845,0.501303,0.232037,1.223299,1.645077,2.481286
34,6.0,none,Imp,0.778497,0.770897,0.877981,0.895172,0.264058,1.189903,1.222176,2.421808
35,6.0,none,EM,0.844152,0.832991,0.798418,0.75973,0.336211,1.403639,1.376301,2.375026
35,6.0,none,Day,0.844152,0.833025,0.468144,0.353861,0.279866,1.40364,1.69924,2.431236
35,6.0,none,Imp,0.845379,0.836711,0.807838,0.742982,0.329301,1.395825,1.361693,2.379539
36,6.0,none,EM,0.636133,0.674512,0.866727,0.928028,0.316315,1.313362,1.203612,2.405554
36,6.0,none,Day,0.636133,0.672753,0.388514,0.353861,0.229673,1.313362,1.652726,2.480328
36,6.0,none,Imp,0.620013,0.643878,0.866715,0.92736,0.303098,1.328461,1.202211,2.413021
37,6.0,none,EM,0.756931,0.760343,0.850335,0.854099,0.271556,1.461575,1.273157,2.447145
37,6.0,none,Day,0.756931,0.7603,0.46611,0.375977,0.189994,1.461575,1.673389,2.51369
37,6.0,none,Imp,0.758014,0.76208,0.824389,0.834964,0.26338,1.461465,1.299367,2.450224
38,6.0,none,EM,0.695462,0.660507,0.935218,0.927826,0.259638,1.508205,1.148258,2.449524
38,6.0,none,Day,0.695462,0.658811,0.657818,0.611884,0.207537,1.508205,1.531405,2.501096
38,6.0,none,Imp,0.616466,0.571596,0.921009,0.921705,0.23611,1.580944,1.14471,2.465281
39,6.0,none,EM,0.762084,0.744446,0.820972,0.835652,0.270211,1.261706,1.198579,2.409136
39,6.0,none,Day,0.762084,0.744408,0.385288,0.361233,0.227199,1.261707,1.591902,2.464548
39,6.0,none,Imp,0.776501,0.765253,0.773289,0.780944,0.254093,1.250551,1.255851,2.413402
40,6.0,none,EM,0.777734,0.776398,0.829366,0.807826,0.2811,1.322402,1.571135,2.39939
40,6.0,none,Day,0.777734,0.774083,0.294013,0.265396,0.157425,1.322402,2.068012,2.497836
40,6.0,none,Imp,0.76908,0.764206,0.879044,0.873613,0.28593,1.334443,1.517783,2.398323
41,6.0,none,EM,0.717581,0.678524,0.868731,0.877391,0.232217,1.390981,1.374285,2.487883
41,6.0,none,Day,0.717581,0.679229,0.400827,0.383349,0.139348,1.390982,1.861725,2.563542
41,6.0,none,Imp,0.70774,0.65517,0.869273,0.869509,0.228421,1.390264,1.36059,2.492802
42,6.0,none,EM,0.613875,0.592086,0.90175,0.873913,0.249922,1.236414,1.130229,2.443307
42,6.0,none,Day,0.613875,0.594148,0.523077,0.493931,0.190829,1.236414,1.571918,2.500197
42,6.0,none,Imp,0.621152,0.577913,0.914088,0.883812,0.223692,1.230409,1.160346,2.450061
43,6.0,none,EM,0.738973,0.759559,0.708446,0.677539,0.297505,1.334679,1.133824,2.421562
43,6.0,none,Day,0.738974,0.760261,0.343515,0.317,0.201424,1.334679,1.48204,2.51419
43,6.0,none,Imp,0.730792,0.738035,0.697794,0.668841,0.294241,1.344307,1.145326,2.423159
44,6.0,none,EM,0.770593,0.794731,0.899587,0.884105,0.240344,1.095274,1.243148,2.415077
44,6.0,none,Day,0.770593,0.795498,0.639188,0.641373,0.186098,1.095275,1.612216,2.470747
44,6.0,none,Imp,0.768975,0.789981,0.908646,0.896477,0.231635,1.090419,1.222635,2.421517
45,6.0,none,EM,0.667887,0.657404,0.810619,0.808696,0.229963,1.337977,1.005392,2.449049
45,6.0,none,Day,0.667887,0.658885,0.312228,0.250651,0.175997,1.337977,1.403735,2.505656
45,6.0,none,Imp,0.64512,0.65056,0.814004,0.807826,0.223689,1.363051,1.007161,2.451442
46,6.0,none,EM,0.683701,0.696575,0.822776,0.822609,0.176505,1.403938,1.105848,2.463474
46,6.0,none,Day,0.683701,0.695975,0.324595,0.383349,0.142567,1.403938,1.53411,2.514448
46,6.0,none,Imp,0.667657,0.684726,0.837152,0.857081,0.173832,1.427892,1.105256,2.46082
47,6.0,none,EM,0.786575,0.763081,0.869462,0.864536,0.341387,1.371814,1.632791,2.376002
47,6.0,none,Day,0.786576,0.764086,0.620798,0.604512,0.296768,1.371814,2.006498,2.440837
47,6.0,none,Imp,0.742578,0.725034,0.859235,0.837321,0.323352,1.393538,1.580663,2.396051
48,6.0,none,EM,0.702675,0.678374,0.883458,0.885845,0.297817,1.330005,1.233472,2.389357
48,6.0,none,Day,0.702676,0.676356,0.517689,0.530791,0.238097,1.330005,1.769912,2.481175
48,6.0,none,Imp,0.678446,0.676697,0.87032,0.858199,0.296781,1.357007,1.258063,2.390152
49,6.0,none,EM,0.722076,0.716509,0.798519,0.752936,0.174631,1.30209,1.139912,2.457924
49,6.0,none,Day,0.722076,0.716016,0.134527,0.184302,0.108001,1.302089,1.51986,2.508503
49,6.0,none,Imp,0.717275,0.716644,0.763316,0.740757,0.166589,1.308594,1.164791,2.460691
0,6.0,theta,EM,0.641142,0.638784,0.75579,0.792781,0.14115,1.406155,1.098002,2.450022
0,6.0,theta,Day,0.641141,0.638838,0.067983,0.095837,0.085709,1.406156,1.483037,2.496582
0,6.0,theta,Imp,0.693005,0.688541,0.666088,0.747607,0.095435,1.332972,1.135285,2.473166
1,6.0,theta,EM,0.592577,0.448733,0.892432,0.905217,0.18538,1.414761,1.054326,2.453386
1,6.0,theta,Day,0.592576,0.448131,0.271299,0.265396,0.108128,1.414762,1.724878,2.540822
1,6.0,theta,Imp,0.726804,0.644931,0.860789,0.862361,0.196048,1.248715,1.061421,2.459304
2,6.0,theta,EM,0.842897,0.829485,0.872511,0.876522,0.288025,1.270794,1.12272,2.426546
2,6.0,theta,Day,0.842897,0.829609,0.337846,0.265396,0.241794,1.270795,1.603938,2.488987
2,6.0,theta,Imp,0.842998,0.83297,0.801664,0.771373,0.274169,1.255042,1.107785,2.446957
3,6.0,theta,EM,0.722978,0.685016,0.912102,0.877147,0.224477,1.6221,1.490168,2.399715
3,6.0,theta,Day,0.722977,0.685046,0.533636,0.567652,0.081971,1.622101,2.048412,2.499908
3,6.0,theta,Imp,0.769689,0.767629,0.934818,0.943249,0.216745,1.515439,1.333158,2.420857
4,6.0,theta,EM,0.696524,0.691462,0.87083,0.826957,0.209452,1.487476,1.179828,2.434956
4,6.0,theta,Day,0.696523,0.691271,0.47222,0.427582,0.111024,1.487478,1.609394,2.504113
4,6.0,theta,Imp,0.764856,0.770707,0.864372,0.837756,0.196991,1.368217,1.093749,2.453684
5,6.0,theta,EM,0.74864,0.720278,0.870804,0.850435,0.259047,1.313518,0.959289,2.373729
5,6.0,theta,Day,0.748638,0.721134,0.251093,0.265396,0.15298,1.31352,1.450494,2.457602
5,6.0,theta,Imp,0.766345,0.739472,0.86111,0.820357,0.253316,1.278718,0.903148,2.385699
6,6.0,theta,EM,0.796445,0.786734,0.790297,0.748858,0.1475,1.28606,1.234653,2.378972
6,6.0,theta,Day,0.796445,0.786894,0.500552,0.398093,0.08287,1.286061,1.634197,2.446936
6,6.0,theta,Imp,0.813185,0.809151,0.847402,0.793823,0.142936,1.234013,1.068138,2.39258
7,6.0,theta,EM,0.828894,0.803996,0.847476,0.866087,0.238875,1.101156,1.35596,2.387296
7,6.0,theta,Day,0.828894,0.804119,0.331756,0.272768,0.143074,1.101157,1.825273,2.46407
7,6.0,theta,Imp,0.860589,0.841775,0.792865,0.759461,0.243606,1.005822,1.316599,2.403364
8,6.0,theta,EM,0.707443,0.707571,0.842253,0.768696,0.278092,1.786852,0.94038,2.392136
8,6.0,theta,Day,0.707442,0.708397,0.259016,0.265396,0.152088,1.786854,1.449445,2.488543
8,6.0,theta,Imp,0.77127,0.788335,0.779548,0.735812,0.260479,1.656175,0.964925,2.419023
9,6.0,theta,EM,0.709172,0.668621,0.810947,0.819487,0.192416,1.470491,1.199555,2.449828
9,6.0,theta,Day,0.709171,0.669668,0.47684,0.493931,0.12449,1.470492,1.436629,2.484265
9,6.0,theta,Imp,0.752178,0.739854,0.776457,0.790779,0.187695,1.386593,1.106668,2.467076
10,6.0,theta,EM,0.711094,0.740337,0.91863,0.902609,0.135643,1.214456,1.204432,2.44137
10,6.0,theta,Day,0.711093,0.74273,0.705449,0.715093,0.001855,1.214456,1.517008,2.495542
10,6.0,theta,Imp,0.810325,0.840616,0.925362,0.900392,0.134241,1.035172,1.053625,2.462565
11,6.0,theta,EM,0.762123,0.735912,0.851342,0.808002,0.211811,1.209113,1.410774,2.422328
11,6.0,theta,Day,0.762123,0.737651,0.240239,0.287512,0.057646,1.209114,1.91008,2.511905
11,6.0,theta,Imp,0.798917,0.771648,0.778356,0.804438,0.198952,1.129687,1.398806,2.441313
12,6.0,theta,EM,0.726335,0.712859,0.790898,0.753043,0.143628,1.35147,1.563992,2.371064
12,6.0,theta,Day,0.726334,0.712563,0.66501,0.626628,0.071874,1.35147,1.786633,2.421783
12,6.0,theta,Imp,0.819338,0.831026,0.805797,0.758861,0.131234,1.139154,1.43649,2.40389
13,6.0,theta,EM,0.789522,0.757684,0.842164,0.734392,0.281538,1.360157,0.893228,2.377694
13,6.0,theta,Day,0.789522,0.757702,0.255009,0.243279,0.215597,1.360157,1.338917,2.447121
13,6.0,theta,Imp,0.801622,0.789759,0.736772,0.605573,0.242922,1.322293,0.957512,2.404486
14,6.0,theta,EM,0.775856,0.705397,0.926722,0.941739,0.258281,1.576839,1.328701,2.305077
14,6.0,theta,Day,0.775855,0.705518,0.608944,0.582396,0.026689,1.57684,1.946672,2.454195
14,6.0,theta,Imp,0.857007,0.830815,0.929898,0.9291,0.260215,1.33841,1.188378,2.334664
15,6.0,theta,EM,0.812497,0.812104,0.711369,0.493913,0.20601,1.337512,1.210788,2.43081
15,6.0,theta,Day,0.812497,0.811828,0.487123,0.449698,0.180425,1.337513,1.491804,2.47655
15,6.0,theta,Imp,0.833555,0.832838,0.751661,0.539683,0.178964,1.277975,1.108506,2.452134
16,6.0,theta,EM,0.725871,0.723602,0.856568,0.855652,0.212911,1.353397,1.441145,2.406627
16,6.0,theta,Day,0.725871,0.722783,0.489942,0.486558,0.063043,1.353398,1.893488,2.494162
16,6.0,theta,Imp,0.804874,0.808427,0.837653,0.82499,0.207023,1.186964,1.354694,2.432712
17,6.0,theta,EM,0.683031,0.633283,0.826521,0.785217,0.060772,1.633734,1.185567,2.406932
17,6.0,theta,Day,0.683031,0.633338,0.690235,0.707721,0.004399,1.633735,1.393302,2.441676
17,6.0,theta,Imp,0.795135,0.782241,0.837172,0.820357,0.063678,1.396966,1.050904,2.435894
18,6.0,theta,EM,0.698612,0.675021,0.824988,0.801739,0.201735,1.542163,1.294654,2.427224
18,6.0,theta,Day,0.69861,0.674549,0.658086,0.692977,0.125001,1.542166,1.546875,2.475806
18,6.0,theta,Imp,0.772208,0.766079,0.858306,0.856522,0.200456,1.402867,1.146394,2.445911
19,6.0,theta,EM,0.702683,0.687358,0.841592,0.88454,0.235611,1.338466,1.196881,2.402781
19,6.0,theta,Day,0.702682,0.687343,0.322608,0.317,0.170663,1.338468,1.672651,2.471944
19,6.0,theta,Imp,0.773652,0.746058,0.80347,0.814879,0.216088,1.217438,1.171082,2.424307
20,6.0,theta,EM,0.743912,0.751532,0.798771,0.701609,0.183464,1.636758,1.258509,2.414099
20,6.0,theta,Day,0.743911,0.750535,0.498367,0.449698,0.089236,1.63676,1.598935,2.476938
20,6.0,theta,Imp,0.790903,0.812708,0.79554,0.727589,0.161529,1.524117,1.165024,2.441211
21,6.0,theta,EM,0.701631,0.726947,0.958644,0.969341,0.143745,1.436863,1.078366,2.394356
21,6.0,theta,Day,0.70163,0.725605,0.436089,0.398093,0.063051,1.436865,1.73302,2.471402
21,6.0,theta,Imp,0.774868,0.803175,0.913593,0.881393,0.129323,1.284609,1.003958,2.422815
22,6.0,theta,EM,0.783377,0.781433,0.79846,0.786957,0.265576,1.659989,1.064861,2.381814
22,6.0,theta,Day,0.783376,0.782522,0.266604,0.191675,0.186384,1.65999,1.438075,2.44738
22,6.0,theta,Imp,0.798141,0.797282,0.748434,0.702221,0.223284,1.615939,1.03126,2.413037
23,6.0,theta,EM,0.67843,0.691983,0.867683,0.821483,0.235652,1.61847,1.063094,2.437501
23,6.0,theta,Day,0.67843,0.691677,0.166222,0.103209,0.141582,1.618471,1.595237,2.518401
23,6.0,theta,Imp,0.691708,0.704285,0.823432,0.745107,0.185843,1.590251,1.053619,2.464561
24,6.0,theta,EM,0.745475,0.758868,0.911206,0.885217,0.187159,1.687058,1.123189,2.371709
24,6.0,theta,Day,0.745474,0.759778,0.576018,0.479186,0.115508,1.687059,1.68749,2.460728
24,6.0,theta,Imp,0.837142,0.848546,0.898411,0.851675,0.182033,1.465174,1.045989,2.397492
25,6.0,theta,EM,0.725616,0.715735,0.924386,0.949565,0.212729,1.347189,1.241891,2.370996
25,6.0,theta,Day,0.725615,0.716007,0.56394,0.545535,0.114992,1.347191,1.712115,2.443856
25,6.0,theta,Imp,0.790421,0.780956,0.888601,0.866087,0.197822,1.21261,1.162534,2.397065
26,6.0,theta,EM,0.830228,0.82292,0.885804,0.884348,0.282997,1.781727,1.383142,2.396554
26,6.0,theta,Day,0.830227,0.823919,0.48667,0.375977,0.15563,1.781729,1.898989,2.497066
26,6.0,theta,Imp,0.858291,0.855483,0.877183,0.834783,0.26428,1.674552,1.265512,2.425826
27,6.0,theta,EM,0.770166,0.777761,0.909404,0.9202,0.150198,1.246947,0.918538,2.398133
27,6.0,theta,Day,0.770164,0.778033,0.455711,0.464442,0.0751,1.246949,1.40575,2.457439
27,6.0,theta,Imp,0.827231,0.833676,0.873044,0.879322,0.139405,1.108347,0.854955,2.422253
28,6.0,theta,EM,0.735632,0.76686,0.912052,0.915652,0.252914,1.513993,1.323372,2.339044
28,6.0,theta,Day,0.735631,0.767957,0.55061,0.545535,0.109339,1.513994,1.885049,2.44591
28,6.0,theta,Imp,0.826755,0.859577,0.892964,0.885217,0.256391,1.286411,1.216539,2.369266
29,6.0,theta,EM,0.865986,0.792675,0.81776,0.786957,0.268363,1.439529,1.051572,2.435034
29,6.0,theta,Day,0.865985,0.793752,0.260395,0.228535,0.219932,1.439529,1.454877,2.491056
29,6.0,theta,Imp,0.870597,0.802636,0.726089,0.74087,0.236207,1.42227,1.083725,2.456876
30,6.0,theta,EM,0.773962,0.793447,0.913824,0.912807,0.175758,1.327242,1.161308,2.396818
30,6.0,theta,Day,0.773962,0.793458,0.583861,0.626628,0.044142,1.327242,1.535357,2.455254
30,6.0,theta,Imp,0.81652,0.839943,0.882076,0.885311,0.162193,1.189924,1.024641,2.427061
31,6.0,theta,EM,0.687516,0.720113,0.839844,0.786087,0.099993,1.271986,1.274451,2.495271
31,6.0,theta,Day,0.687514,0.719498,0.556152,0.575024,0.00625,1.271988,1.648807,2.554688
31,6.0,theta,Imp,0.753799,0.791916,0.888636,0.878887,0.091244,1.157691,1.099827,2.514736
32,6.0,theta,EM,0.796901,0.792097,0.940683,0.93977,0.248561,1.446905,1.349917,2.41299
32,6.0,theta,Day,0.796901,0.791897,0.436898,0.434954,0.120591,1.446906,2.006924,2.520869
32,6.0,theta,Imp,0.817749,0.812845,0.95469,0.952796,0.243962,1.376262,1.216073,2.430029
33,6.0,theta,EM,0.667166,0.701869,0.894657,0.907826,0.164728,1.399849,1.365957,2.429845
33,6.0,theta,Day,0.667166,0.701993,0.753689,0.77407,0.069687,1.39985,1.682545,2.495085
33,6.0,theta,Imp,0.789276,0.819063,0.918563,0.905176,0.16755,1.181136,1.191991,2.452645
34,6.0,theta,EM,0.696189,0.677392,0.908709,0.886087,0.1801,1.271741,1.169788,2.41883
34,6.0,theta,Day,0.696189,0.678366,0.507114,0.449698,0.035817,1.271741,1.626478,2.493095
34,6.0,theta,Imp,0.785501,0.792367,0.895687,0.9,0.193604,1.131716,1.106817,2.428334
35,6.0,theta,EM,0.808061,0.798833,0.822136,0.717112,0.233836,1.465656,1.330444,2.376205
35,6.0,theta,Day,0.808061,0.798961,0.452137,0.331744,0.191908,1.465658,1.670766,2.421596
35,6.0,theta,Imp,0.841751,0.838172,0.774114,0.662895,0.202157,1.354478,1.242248,2.411141
36,6.0,theta,EM,0.714637,0.731383,0.900356,0.931304,0.142396,1.197346,1.165997,2.416267
36,6.0,theta,Day,0.714636,0.730357,0.387978,0.353861,0.029257,1.197347,1.665492,2.487458
36,6.0,theta,Imp,0.759231,0.774238,0.861555,0.879948,0.139755,1.114113,1.090489,2.433548
37,6.0,theta,EM,0.739683,0.74753,0.805666,0.845217,0.173283,1.463546,1.237902,2.458103
37,6.0,theta,Day,0.739683,0.748614,0.305186,0.375977,0.099829,1.463547,1.671507,2.523304
37,6.0,theta,Imp,0.767256,0.789215,0.882456,0.877391,0.148321,1.416791,1.093377,2.468546
38,6.0,theta,EM,0.784607,0.742227,0.902356,0.877391,0.145543,1.401369,1.197372,2.441923
38,6.0,theta,Day,0.784607,0.742636,0.657853,0.611884,0.039517,1.40137,1.560268,2.500979
38,6.0,theta,Imp,0.862791,0.852965,0.90526,0.864348,0.147825,1.200675,1.047087,2.46592
39,6.0,theta,EM,0.769203,0.772566,0.838779,0.840618,0.253919,1.254746,1.211816,2.405894
39,6.0,theta,Day,0.769202,0.772591,0.338934,0.361233,0.184704,1.254747,1.602761,2.461858
39,6.0,theta,Imp,0.793938,0.788413,0.834525,0.804698,0.225175,1.209689,1.137044,2.425965
40,6.0,theta,EM,0.769961,0.752129,0.853161,0.827571,0.244056,1.354188,1.514008,2.388377
40,6.0,theta,Day,0.76996,0.751761,0.426328,0.486558,0.100245,1.354189,2.018807,2.488091
40,6.0,theta,Imp,0.805502,0.785084,0.878838,0.895412,0.234086,1.267827,1.383025,2.408229
41,6.0,theta,EM,0.661831,0.649992,0.919339,0.904348,0.106271,1.47353,1.244231,2.504755
41,6.0,theta,Day,0.66183,0.649805,0.390595,0.383349,-0.019598,1.473531,1.837923,2.575945
41,6.0,theta,Imp,0.792499,0.793428,0.894224,0.853786,0.112744,1.283002,1.196782,2.516233
42,6.0,theta,EM,0.599298,0.571361,0.925995,0.913043,0.102494,1.252101,1.160595,2.450299
42,6.0,theta,Day,0.599298,0.571397,0.530211,0.493931,-0.034757,1.252102,1.578977,2.508451
42,6.0,theta,Imp,0.747606,0.74738,0.87924,0.829746,0.103238,1.05434,1.113957,2.46821
43,6.0,theta,EM,0.791917,0.800923,0.705671,0.662609,0.254457,1.28359,1.130672,2.418313
43,6.0,theta,Day,0.791917,0.801073,0.333252,0.317,0.139209,1.283591,1.478513,2.512166
43,6.0,theta,Imp,0.823837,0.838667,0.710406,0.687826,0.241636,1.208922,1.097071,2.435489
44,6.0,theta,EM,0.732232,0.74091,0.779627,0.729724,0.216488,1.168984,1.399364,2.427351
